0	1649622067	3312796937
1	2194114323	1283169405
2	4264962802	89128932
3	3494850638	2124247567
4	3436016355	2721498432
5	1306827064	1902734705
6	3949387212	3216088187
7	3489808874	3573032092
8	4286832197	2141071321
9	3265308572	2505347805
10	141116987	965494256
11	1297632648	108111773
12	912047691	850673521
13	1975531039	3046025210
14	3234357167	3266454536
15	1150743656	1140597833
16	3281707150	726325504
17	1876459556	1132165610
18	628612596	379416616
19	794205754	645868022
20	4251463549	2943597988
21	1935716005	2936977779
22	949009155	4094793232
23	2995840443	3507278180
24	4117919840	16957679
25	940021882	1443416459
26	240316975	2199849014
27	3191289405	3826027864
28	2914155301	3490180459
29	3015977553	850926714
30	3396447672	2630779454
31	605863491	131497505
32	1168931830	3099915464
33	3340076030	3769327460
34	1846911956	1253598158
35	3138137914	3124311729
36	1624856996	3941809843
37	272440712	2323065910
38	2352580807	3069079629
39	725879597	564608453
40	2190873206	2330210317
41	1754223968	1776687859
42	2419265249	610615705
43	2685051388	3344614782
44	4228415737	1603486349
45	1299645666	2507837276
46	935233826	2895381846
47	3382149214	784396062
48	526141777	1897659038
49	1094201601	3547996249
50	2927772930	1864075916
51	1261497186	452697409
52	3858178418	2653288991
53	3775270750	1217952569
54	143926775	2203911972
55	1917507826	281592091
56	21511861	2793434642
57	2527197055	242425949
58	1590843505	2581442637
59	930243495	3287607702
60	1242050458	3458407319
61	3344852947	50629214
62	1432380310	2240457464
63	869146594	2628276619
64	1725547267	3902617244
65	1549005193	1425423434
66	3907923827	1371108568
67	72201198	2403671433
68	952190829	388519951
69	2035050214	1440960018
70	2408126925	1291496912
71	1433397210	1766015606
72	77627676	489559111
73	4150145781	330091864
74	3833106323	3559159179
75	1447541886	3663791761
76	2858056673	201418158
77	3975975357	1889731719
78	2215294344	2689882827
79	2708212051	523789084
80	1428424875	2351864609
81	1274521076	3142776276
82	936642197	3518810874
83	759864914	596066144
84	3176779482	854473176
85	1979243043	3293724716
86	2355589181	3680144005
87	1718740871	3573368836
88	2958931824	1510336583
89	2350647690	1330486616
90	464638766	3241187160
91	75335869	2566596402
92	3306328911	1271145836
93	1190241751	3746897078
94	1051595890	3796478242
95	3511768363	4222042472
96	213220725	1398061839
97	598329116	2007481805
98	181742066	708737880
99	89676040	3761293967
100	2435753782	1685900285
101	3268768474	1271605382
102	2455309484	401409270
103	414663898	563890773
104	3104505145	3526621930
105	2826027870	3619875478
106	3427169769	649192971
107	3968165489	2830539376
108	1606334670	1649758988
109	3325581644	2557393628
110	4215669582	4055568864
111	240726133	1874124862
112	4253452946	4241819126
113	3490151450	1530083513
114	1287378751	1959813105
115	262250984	2521708111
116	832495336	3548170604
117	1474371932	641974504
118	3275776048	1079643690
119	317725211	735464173
120	3075970544	2565691705
121	608977416	1705808619
122	240409133	3877632865
123	1335051150	2739981106
124	3770987533	2295908909
125	4132306752	1599961000
126	707791389	2534895577
